type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Carry,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,aec0df2d-9d13-4daa-922b-12dabe1c9302,00:43:14.761,"[75.7, 71.1]",,,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Nicolas Seiwald,160f823e-a329-4b6b-9afc-7506dc0296de,00:43:16.202,"[77.3, 74.6]","[77.1, 65.3]",9.302151,
Ball Receipt*,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,,6d53f6d7-8cdf-4a74-96dd-5681cd87cd0d,00:43:17.400,"[77.1, 65.3]",,,
Carry,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,,71c9c706-7277-4cc8-839b-4ed8bec1be8e,00:43:17.400,"[77.1, 65.3]",,,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Benjamin Henrichs,313c84b0-cff7-432e-bb72-5da2469f9d79,00:43:19.063,"[80.3, 68.3]","[89.0, 73.6]",10.187247,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,dbe862cb-61d2-4bb4-82e6-b072671dedd8,00:43:20.118,"[89.0, 73.6]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,7e0c2861-35cb-454b-930d-2b54f24a8512,00:43:20.118,"[89.0, 73.6]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Nicolas Seiwald,0e3ec52e-9487-4c28-8ba9-fdb1de9073cb,00:43:21.580,"[86.4, 71.1]","[120.0, 65.3]",34.09692,Out
Pressure,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,,a8aeced5-832d-4763-ac3a-41779083bb63,00:43:24.444,"[114.7, 65.7]",,,
Shield,RB Leipzig,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,e80745ff-b92b-46d4-9102-8d2bcf2c907d,00:43:24.638,"[3.6, 14.8]",,,
Ball Receipt*,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,,85329725-fb3e-4259-918e-65d32981558c,00:43:25.003,"[118.1, 65.3]",,,
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Victor Okoh Boniface,8bfd6c4b-bec6-47b5-a0ee-fb10fc2b2998,00:43:55.078,"[6.0, 36.0]","[75.1, 16.8]",71.71785,Incomplete
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,a40649f5-211e-4124-b136-fd90e0c029d4,00:43:58.379,"[74.9, 16.8]",,,
Duel,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,f66326d5-de20-4de8-b8e2-64eb6b6dc025,00:43:58.379,"[75.1, 16.8]",,,
Pass,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,Nicolas Seiwald,a0c2a043-72fe-4012-9a3c-273c1b6a293a,00:43:58.379,"[45.0, 63.3]","[49.2, 59.9]",5.4037023,
Ball Receipt*,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,bb6d32b5-768b-479d-8597-652d04ad2b41,00:43:59.193,"[49.2, 59.9]",,,
Carry,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,e90bffe5-a8d9-4102-8fe3-567ccd55f565,00:43:59.193,"[49.2, 59.9]",,,
Pass,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,b6c9325d-6221-431d-a8a4-af9050913775,00:43:59.296,"[49.2, 58.9]","[67.7, 41.6]",25.32864,Incomplete
Ball Recovery,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,1a3aa0ad-1a9f-4a43-a6e6-c23f120886e2,00:44:01.656,"[52.4, 38.5]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,288587a8-2152-441a-89e8-4ef9e1bdb56a,00:44:01.656,"[52.4, 38.5]",,,
Pressure,Bayer Leverkusen,Daniel Olmo Carvajal,Left Center Forward,16532.0,,3bf7fc66-598c-4415-aa89-321b2e88a2cc,00:44:04.361,"[66.1, 42.2]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Granit Xhaka,9b19fa4d-2997-4285-ae53-f8f740330af6,00:44:04.444,"[54.0, 41.7]","[64.7, 42.7]",10.746628,
Pressure,Bayer Leverkusen,Xaver Schlager,Left Defensive Midfield,8769.0,,e42526fb-bafa-4524-86f2-ec65500cf520,00:44:05.382,"[54.4, 39.2]",,,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,c9028dd7-07bb-4983-8275-aeeebb38249b,00:44:05.607,"[64.7, 42.7]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,23fef5a6-a325-40fb-b717-0315da197c58,00:44:05.607,"[64.7, 42.7]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Edmond Fayçal Tapsoba,f8d2e7b0-4702-4b6e-becc-707fd1b995d6,00:44:05.960,"[62.9, 42.3]","[43.8, 21.6]",28.165583,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,8dc1baa5-950a-42e8-a917-4a7b171a5294,00:44:07.526,"[43.8, 21.6]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,14420eb6-7d84-4c48-9eec-e4d09a39df98,00:44:07.526,"[43.8, 21.6]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Jonathan Tah,9495e7b6-0a6a-46b8-b0ad-535067302714,00:44:15.159,"[45.0, 24.6]","[41.2, 42.1]",17.90782,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,15959968-df6d-4464-9a5b-ed586ecdf63a,00:44:16.254,"[41.2, 42.1]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,4c9719e8-efda-462d-9756-33215a4dff11,00:44:16.254,"[41.2, 42.1]",,,
Pressure,Bayer Leverkusen,Timo Werner,Left Midfield,5557.0,,800fe226-0ca0-4b79-aa0f-b87cda4f46b7,00:44:17.963,"[79.7, 34.8]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Florian Wirtz,d32abb34-d5d8-4293-8478-7fac6b3679a6,00:44:18.185,"[40.0, 49.1]","[64.9, 41.7]",25.976336,
Pressure,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,a3554451-dbc0-4aac-b9bd-432235bdb798,00:44:19.504,"[53.8, 39.6]",,,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,fda4da8d-f9d0-4eae-9bfe-99980123f443,00:44:19.699,"[64.9, 41.7]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Jonas Hofmann,b546372b-0dc2-49c3-abce-eb5318c684f9,00:44:19.699,"[63.7, 43.1]","[63.3, 67.8]",24.70324,
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,e92e1d29-561e-415b-96cb-34d9e98d1ba9,00:44:21.385,"[63.3, 67.8]",,,
Carry,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,79251887-4c5d-4fff-8082-1dc01e5814c8,00:44:21.385,"[63.3, 67.8]",,,
Pass,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,Edmond Fayçal Tapsoba,f648103a-f055-4835-83b7-1846053931d7,00:44:26.076,"[55.4, 68.4]","[41.2, 30.7]",40.285606,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,ecda3208-e317-4ce7-b9c1-7b0a8825c84a,00:44:28.287,"[41.2, 30.7]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,f85edefd-8ab2-4576-8bae-9cb20d80088d,00:44:28.287,"[41.2, 30.7]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Exequiel Alejandro Palacios,18a51161-68b0-4af0-8b95-1292fc53ea62,00:44:33.754,"[44.8, 25.2]","[55.8, 23.0]",11.217843,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,6d423974-e831-4cfc-90bf-a226493cf9f7,00:44:34.880,"[55.8, 23.0]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Edmond Fayçal Tapsoba,8d0aaefd-48ab-4ffd-ae67-a4ba2a171d7f,00:44:34.880,"[56.0, 22.2]","[47.4, 24.6]",8.928606,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,1a6ae0ee-ee8e-4b2f-93a2-e167868c62d0,00:44:36.588,"[47.4, 24.6]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,3f776cb3-1905-44f7-9591-85a4c701a2a4,00:44:36.588,"[47.4, 24.6]",,,
Pressure,Bayer Leverkusen,Daniel Olmo Carvajal,Left Center Forward,16532.0,,a9860fdc-3311-43bc-b11f-a670566d2345,00:44:36.846,"[70.5, 56.1]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Jonathan Tah,d44d8ac8-ecf8-45c7-bbd3-44f27545e3b8,00:44:37.570,"[43.0, 26.6]","[36.3, 54.4]",28.59598,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,3385c1f7-ef1b-441d-a135-a97ae613176a,00:44:38.643,"[36.3, 54.4]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,41e3a0b5-f3f8-4344-a1b4-8ad2076430cf,00:44:38.643,"[36.3, 54.4]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Exequiel Alejandro Palacios,23b5016f-8acf-48ef-8fe8-e3c8d3c793d3,00:44:40.063,"[40.8, 55.0]","[52.0, 39.1]",19.44865,
Pressure,Bayer Leverkusen,Xavi Simons,Right Midfield,39167.0,,2446ed13-4136-42bf-9d7e-13688f74b80b,00:44:41.102,"[66.9, 43.2]",,,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,e393cd77-8107-4be8-8c87-d1edb30bccf7,00:44:41.259,"[52.0, 39.1]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,6b5821f7-bcff-4e93-b680-06a8e19d1da0,00:44:41.259,"[52.0, 39.1]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Jeremie Frimpong,9af7f17e-f0cf-4c6a-b8f5-5f7dffd4f66c,00:44:41.299,"[52.6, 40.1]","[92.2, 79.3]",55.720734,Out
Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,161be3ec-3ab9-4afe-93d4-976139ad6b13,00:44:45.945,"[75.5, 71.2]",,,
Pass,RB Leipzig,David Raum,Left Back,12034.0,Xaver Schlager,f4705488-fd75-4804-a8c3-0369cb13426f,00:44:49.319,"[28.1, 0.1]","[30.9, 14.5]",14.669697,
Ball Receipt*,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,abc6f085-a6c5-43c8-aede-1247c3cf7738,00:44:50.569,"[30.9, 14.5]",,,
Carry,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,44a8c3d3-db7f-45b4-a571-4aaf7f1d4c1f,00:44:50.569,"[30.9, 14.5]",,,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,David Raum,8ac770b8-a386-4a9d-81d8-f4fd384f7e26,00:44:51.821,"[27.3, 19.3]","[28.5, 7.5]",11.86086,
Ball Receipt*,RB Leipzig,David Raum,Left Back,12034.0,,90e17138-7f85-4d01-ad10-b3bf14fbac7c,00:44:52.571,"[28.5, 7.5]",,,
Carry,RB Leipzig,David Raum,Left Back,12034.0,,c2a56032-ded9-4cf7-a2fb-ab2265963144,00:44:52.571,"[28.5, 7.5]",,,
Pressure,RB Leipzig,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,62dc150a-15fb-4395-aa03-569ac3d04421,00:44:53.004,"[92.2, 70.8]",,,
Pass,RB Leipzig,David Raum,Left Back,12034.0,Willi Orban,8d54eb2c-b906-4d48-af96-251fa0c40db0,00:44:53.363,"[26.1, 5.9]","[6.4, 13.3]",21.044,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,52e9ebd1-4c63-4851-a3ee-8a598b732cdb,00:44:55.151,"[6.4, 13.3]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,b7d0ec79-05bf-4795-87e5-198c6fad0322,00:44:55.151,"[6.4, 13.3]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,,6a13fa6d-61e8-4119-9a5a-b135d8fe0d61,00:44:55.231,"[5.4, 10.9]","[57.6, 17.7]",52.64105,Incomplete
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Florian Wirtz,50eed7a2-1673-466f-8560-92b56ba5930f,00:44:58.343,"[62.5, 62.4]","[79.7, 53.1]",19.55326,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,2a055a72-92ab-4a05-a21b-49b536526933,00:44:59.775,"[79.7, 53.1]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Jeremie Frimpong,b6e0d670-ac34-43cd-a6c3-bcbf588638c6,00:44:59.815,"[78.1, 53.0]","[83.9, 66.7]",14.877164,Incomplete
Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,06b1a773-ab55-48d5-86a0-62231dabe4e9,00:45:01.568,"[81.3, 68.4]",,,
Duel,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,210032d4-3771-40f2-803e-1176c9d6e9cf,00:45:01.568,"[83.9, 66.7]",,,
Clearance,Bayer Leverkusen,David Raum,Left Back,12034.0,,721dbf0c-a4a6-477b-aeeb-7a35b74ea48d,00:45:01.568,"[36.2, 13.4]",,,
Ball Recovery,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,eac81279-5470-4b37-b73e-c1b821139500,00:45:02.705,"[72.5, 53.7]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,a422e4fa-9ab2-43b9-a73b-b22ccceab485,00:45:02.705,"[72.5, 53.7]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Florian Wirtz,42976f58-828e-46af-b93a-680d68192d98,00:45:03.673,"[72.5, 54.2]","[86.6, 69.4]",20.732824,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,7ba9c92f-83e1-4ed3-8077-9e9589214307,00:45:05.329,"[86.6, 69.4]",,,
Carry,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,9366ff68-c362-439a-874b-90848bfe671c,00:45:05.329,"[86.6, 69.4]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,02c6fb8a-10dd-4c00-9364-2875a9c7fae2,00:45:06.581,"[93.2, 69.6]","[108.1, 44.5]",29.189383,Incomplete
Clearance,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,6132a81a-1eb3-4421-a7aa-4b09ca9da6b7,00:45:08.133,"[12.0, 35.6]",,,
Ball Recovery,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,fd7fb4b4-fb2e-4a73-8b8e-a945f2f294ad,00:45:09.918,"[25.5, 44.0]",,,
Carry,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,266320eb-4fce-419d-9514-9f60bc45dc41,00:45:09.918,"[25.5, 44.0]",,,
Dribble,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,0b45d7e7-d5e5-4f1e-8a5e-afa1e420d02f,00:45:10.095,"[24.9, 47.2]",,,
Duel,RB Leipzig,Alejandro Grimaldo García,Left Wing Back,10336.0,,9e64697c-7e0e-4059-93ed-14c0ef52f67f,00:45:10.095,"[95.2, 32.9]",,,
Foul Committed,RB Leipzig,Alejandro Grimaldo García,Left Wing Back,10336.0,,2f00ed95-ffee-430a-9579-194de585c33e,00:45:10.174,"[95.4, 33.9]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Mohamed Simakan,1ee0ae1b-3f09-4108-82b8-4428fcf754c4,00:45:34.178,"[22.3, 44.2]","[24.7, 55.3]",11.356496,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,f420ca5e-8a9f-488c-84d0-3acb5329eb34,00:45:34.986,"[24.7, 55.3]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,08b83f68-9c27-44fc-a5f7-6f9868fa5031,00:45:34.986,"[24.7, 55.3]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Benjamin Henrichs,11154b15-4bf4-4fec-b178-d04fe018dd9d,00:45:36.240,"[24.5, 57.9]","[36.6, 75.4]",21.275808,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,945548f2-b376-4089-acd0-6715783e98da,00:45:37.406,"[36.6, 75.4]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,f27bfc68-6ea7-4497-96a1-680e1e4820f9,00:45:37.406,"[36.6, 75.4]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Xavi Simons,3ef55539-1196-4b5a-82fe-415d4709ac48,00:45:38.771,"[39.8, 73.8]","[49.0, 67.1]",11.3811245,
Ball Receipt*,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,fb7e3349-f87c-4019-9238-c3e1b49fe444,00:45:39.574,"[49.0, 67.1]",,,
Carry,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,9c348d0f-5219-4266-8ef2-0fa395451f70,00:45:39.574,"[49.0, 67.1]",,,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Mohamed Simakan,83861ace-2855-4fd4-8dff-5eb8b3d33b3a,00:45:39.654,"[49.6, 67.1]","[30.7, 64.9]",19.02761,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,1c957cdd-6d63-4b3b-baa9-550a8ef85281,00:45:41.274,"[30.7, 64.9]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,e651bc34-7cc0-4e75-a75e-0ea920daa21d,00:45:41.274,"[30.7, 64.9]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Willi Orban,4c3f951d-358b-4b7e-a9be-69b94fca7e65,00:45:42.554,"[34.7, 62.1]","[29.9, 23.7]",38.698837,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,b78f7c72-aca1-4d2c-ace8-6a4d3a363242,00:45:44.954,"[29.9, 23.7]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,dc4434fb-9458-4d30-8683-bed95c292993,00:45:44.954,"[29.9, 23.7]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Mohamed Simakan,3562087e-0024-4708-ae43-38d9a5905962,00:45:49.303,"[43.0, 32.6]","[37.0, 52.3]",20.593445,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,a4ab923a-5c19-4a76-a4ae-89c37f938671,00:45:50.222,"[37.0, 52.3]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,87330600-a4d2-4460-a10d-16264ad87d88,00:45:50.222,"[37.0, 52.3]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Benjamin Henrichs,b255b3ba-6a0e-4f4c-aea1-2194c710a2bb,00:45:51.759,"[40.8, 56.9]","[52.8, 73.4]",20.402206,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,6da5066c-6007-4284-aeb0-946c62f9e46a,00:45:53.086,"[52.8, 73.4]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,3834137c-173c-459a-8a2a-8dad5ebbc1df,00:45:53.086,"[52.8, 73.4]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Ikoma Loïs Openda,ae88ea10-10d9-4266-ade8-b5e1f53f7126,00:45:54.616,"[56.4, 74.0]","[99.4, 60.5]",45.06939,Incomplete
Pressure,RB Leipzig,Ikoma Loïs Openda,Right Center Forward,16275.0,,c38ea374-dbde-45c1-80f0-2751cb1fb73e,00:45:56.324,"[95.8, 59.5]",,,
Ball Receipt*,RB Leipzig,Ikoma Loïs Openda,Right Center Forward,16275.0,,0c93216d-a3cc-44e3-b782-27ba81aacc8a,00:45:57.093,"[96.6, 59.7]",,,
Clearance,RB Leipzig,Jonathan Tah,Center Back,8221.0,,b80004ff-3d1e-435f-b388-3c3433968aef,00:45:57.093,"[20.7, 19.6]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Xavi Simons,a50dff4e-66bf-4bfc-9057-ea91ecfc5642,00:46:19.191,"[105.3, 80.0]","[91.8, 71.7]",15.847397,
Ball Receipt*,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,ee3ed72f-e348-46ff-9ca5-bb6acdee9669,00:46:20.845,"[91.8, 71.7]",,,
Carry,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,1433a783-8176-4abe-bb7c-ad9fa445fb6c,00:46:20.845,"[91.8, 71.7]",,,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Willi Orban,d7674bfd-32df-4e5d-826c-9210069d7dd2,00:46:20.877,"[91.2, 70.5]","[68.7, 64.5]",23.286263,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,7346d1b7-c8bf-49be-b315-f0f9174ab5da,00:46:23.659,"[68.7, 64.5]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,4784ce35-63ac-421a-ae27-500b26e8ae71,00:46:23.659,"[68.7, 64.5]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Xaver Schlager,b7944875-14f9-4324-8636-72748e77e00b,00:46:25.452,"[62.5, 51.3]","[67.7, 45.6]",7.7155685,
Ball Receipt*,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,a7234293-04c5-42a5-8b5c-68fdb2a165fd,00:46:26.332,"[67.7, 45.6]",,,
Carry,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,2fb1fc97-1c58-4543-b4f1-a0ff7933da5a,00:46:26.332,"[67.7, 45.6]",,,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,Mohamed Simakan,d6df97df-b55e-4967-ae1d-b094dbd9654d,00:46:27.256,"[65.9, 43.4]","[56.2, 67.7]",26.16448,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,453b6e37-98a3-46b8-99ea-036764f8f302,00:46:28.852,"[56.2, 67.7]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,9f505452-6594-4809-b76c-2c71a373ccf2,00:46:28.852,"[56.2, 67.7]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Xaver Schlager,17c64825-5916-4283-b879-a0dfcf15c93e,00:46:30.801,"[48.8, 64.3]","[55.2, 54.5]",11.7046995,
Ball Receipt*,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,309f90a3-7314-4add-8944-1cd31c11e7f3,00:46:31.634,"[55.2, 54.5]",,,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,Mohamed Simakan,cb1b6cd4-8815-4ca3-b61f-ab018642a073,00:46:31.634,"[55.2, 53.1]","[47.0, 61.1]",11.456003,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,e62d2c8c-4a65-4402-bbba-4f3abb7d86c9,00:46:32.351,"[47.0, 61.1]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,9e2f3a62-cc3b-442f-b5e8-3053bcd8a9ba,00:46:32.351,"[47.0, 61.1]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Nicolas Seiwald,4f19a1c0-8aca-4ed9-b98c-3a4c06a222ec,00:46:33.300,"[43.2, 64.3]","[50.8, 74.4]",12.640016,
Ball Receipt*,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,,5853af6f-cba6-4974-874e-55cc9273cccb,00:46:34.346,"[50.8, 74.4]",,,
Carry,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,,6ebdc537-0549-4f16-9935-09fe1e3f2bee,00:46:34.346,"[50.8, 74.4]",,,
Pressure,RB Leipzig,Alejandro Grimaldo García,Left Wing Back,10336.0,,8d4685ee-e9f2-40e5-865c-f7b5fa5c0da1,00:46:34.856,"[69.1, 7.3]",,,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Mohamed Simakan,61ed751f-8dd7-43e2-8d9c-eb0c6bfbce99,00:46:35.159,"[49.0, 74.2]","[37.0, 66.3]",14.366976,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,3af33496-42e3-4899-a599-6aa188aa54e5,00:46:35.959,"[37.0, 66.3]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,0e5c2bc3-dc34-4203-ba71-cc08ac2d12aa,00:46:35.959,"[37.0, 66.3]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Janis Blaswich,77c33b2f-83ad-4d95-9524-920a31df2558,00:46:37.068,"[34.3, 65.1]","[22.7, 44.6]",23.554405,
Ball Receipt*,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,487bb852-20ec-4042-a774-afd71c31d168,00:46:38.699,"[22.7, 44.6]",,,
Carry,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,f9b606d5-56da-4078-b986-2b0bc14de579,00:46:38.699,"[22.7, 44.6]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Willi Orban,357d81a9-f00b-4e31-9a3e-1e728100c7d1,00:46:39.513,"[23.3, 39.8]","[28.1, 18.1]",22.224537,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,620c44db-c660-46db-8b01-d791fd3cef7f,00:46:40.702,"[28.1, 18.1]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,a75ccef6-0f1d-4a18-a01a-d2fe8357eae2,00:46:40.702,"[28.1, 18.1]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,David Raum,614574ad-f303-4674-8cb4-7bb33c5066b2,00:46:41.702,"[27.7, 15.5]","[33.5, 7.1]",10.20784,
Ball Receipt*,RB Leipzig,David Raum,Left Back,12034.0,,4d84f81a-df3d-4737-b6b1-9997484bb70a,00:46:42.681,"[33.5, 7.1]",,,
Carry,RB Leipzig,David Raum,Left Back,12034.0,,1cfe6e91-c843-4858-ac80-fe5948d8d227,00:46:42.681,"[33.5, 7.1]",,,
Pass,RB Leipzig,David Raum,Left Back,12034.0,Daniel Olmo Carvajal,c0e28f19-e084-465f-924d-9484522c8f0b,00:46:44.089,"[35.8, 6.3]","[50.0, 21.9]",21.095022,
Ball Receipt*,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,,15a09242-8df6-489c-afef-c359f3295f57,00:46:45.357,"[50.0, 21.9]",,,
